;Tiempo;;;;;;;;;;;;;;;
0403--SUERO DE MANTEQUILLA, LECHE Y NATA CUAJADAS, YOGUR, KEFIR Y DEMAS LECHES Y NATAS, FERMENTADAS O ACIDIFICADAS, INCLUSO CONCENTRADOS, AZUCARADOS, EDULCORADOS DE OTRO MODO O AROMATIZADOS, O CON FRUTA O CACAO. ;94,51;261,68;255,37;649,18;1.130,67;1.971,84;2.124,14;3.731,16;4.778,10;3.280,30;4.811,98;6.252,91;4.275,27;2.264,04;3.000,29;32,52
"0404--LACTOSUERO, INCLUSO CONCENTRADO, AZUCARADO O EDULCORADO DE OTRO MODO; PRODUCTOS CONSTITUIDOS POR LOS COMPONENTES NATURALES DE LA LECHE, INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO, NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS. ";7.794,32;16.502,06;10.982,53;7.858,89;14.092,27;14.581,17;18.044,53;16.264,36;13.970,95;20.394,77;22.277,72;22.203,99;15.153,74;15.192,43;18.660,69;22,83
"0405--(DESDE 01.01.96) MANTEQUILLA (MANTECA) Y DEMAS MATERIAS GRASAS DE LA LECHE; PASTAS LACTEAS PARA UNTAR. ";2.309,51;3.904,31;2.204,99;2.012,62;1.430,77;4.182,21;1.565,67;1.536,03;2.500,80;2.435,86;3.516,72;5.456,52;7.167,86;6.273,22;5.547,30;-11,57
0406--QUESOS Y REQUESON. ;4.338,56;6.802,80;8.409,11;8.350,15;10.896,53;11.119,67;7.319,96;9.689,33;8.971,10;8.760,01;11.503,66;17.789,90;17.203,02;17.884,01;16.733,61;-6,43
0407--HUEVOS DE AVE CON CASCARON, FRESCOS, CONSERVADOS O COCIDOS. ;12,72;2,21;36,30;9,59;;26,10;7,28;35,82;15,76;75,37;187,14;387,89;249,57;293,07;164,94;-43,72
0408--HUEVOS DE AVE SIN CASCARON Y YEMAS DE HUEVO, FRESCOS, SECOS, COCIDOS CON AGUA O VAPOR, MOLDEADOS, CONGELADOS O CONSERVADOS DE OTRO MODO, INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO. ;4,70;;10,34;;;;;;;23,76;12,78;29,73;16,75;21,91;67,35;207,39
0409--MIEL NATURAL. ;8,23;29,67;5,47;20,17;29,84;33,87;58,70;98,98;76,40;119,43;152,63;186,72;141,80;83,78;66,57;-20,54
1509--ACEITE DE OLIVA Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUIMICAMENTE. ;439,09;544,98;716,17;1.024,46;881,41;1.173,21;2.162,17;3.130,82;3.723,52;4.532,46;5.798,22;4.090,07;3.593,27;2.932,89;4.053,91;38,22
1511--ACEITE DE PALMA Y SUS FRACCIONES, INCLUSO REFINADO, PERO SIN MODIFICAR QUIMICAMENTE. ;19,80;;11,98;;0,57;15,88;;6,49;1,52;3,12;3,56;3,86;74,79;;250,65;0,00
1512--ACEITES DE GIRASOL, DE CARTAMO O DE ALGODON, Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUIMICAMENTE. ;12,21;20,27;61,64;79,39;85,59;74,23;89,34;187,41;269,03;148,21;349,11;404,55;212,21;239,67;180,88;-24,53
"2201--AGUA, INCLUIDA EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASIFICADA, SIN AZUCARAR O EDULCORAR DE OTRO MODO NI AROMATIZAR; HIELO Y NIEVE. ";353,98;370,66;411,95;328,29;547,23;636,37;563,94;698,54;882,94;1.179,64;1.370,16;1.551,80;2.086,28;2.277,18;1.112,76;-51,13
2202--AGUA, INCLUIDA EL AGUA MINERAL Y LA GASIFICADA, AZUCARADA, EDULCORADA DE OTRO MODO O AROMATIZADA, Y LAS DEMAS BEBIDAS NO ALCOHOLICAS, CON EXCLUSION DE LOS JUGOS DE FRUTAS O DE LEGUMBRES U HORTALIZAS DE LA PARTIDA 20.09. ;1.881,06;292,34;523,92;901,14;473,48;3.413,61;2.632,90;2.197,32;1.851,09;3.157,23;4.233,13;8.601,02;8.091,85;13.044,99;13.574,54;4,06
2203--CERVEZA DE MALTA. ;537,05;1.674,88;7.428,61;9.099,27;8.593,35;12.998,18;19.778,66;16.451,45;12.111,86;15.096,71;13.986,04;14.924,21;22.076,35;16.821,37;11.739,31;-30,21
"2204--VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09. ";8.102,25;9.864,34;8.186,81;9.377,14;10.607,84;13.384,97;15.520,72;13.198,11;16.076,80;19.174,35;22.948,89;25.157,38;31.496,19;32.229,01;24.084,43;-25,27
2205--VERMUT Y DEMAS VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROMATICAS. ;25,23;35,14;55,42;208,55;107,50;129,12;88,47;120,37;369,04;382,38;523,82;753,76;665,77;978,90;565,02;-42,28
"2206--LAS DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO SIDRA, PERADA O AGUAMIEL); MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCOHOLICAS, NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS. ";13,14;109,40;75,78;31,52;42,08;32,58;55,53;97,54;49,58;377,60;277,41;123,73;308,53;331,79;307,04;-7,46
"2207--ALCOHOL ETILICO SIN DESNATURALIZAR CON UN GRADO ALCOHOLICO VOLUMETRICO SUPERIOR O IGUAL A 80% VOL; ALCOHOL ETILICO Y AGUARDIENTE DESNATURALIZADOS, DE CUALQUIER GRADUACION. ";16,50;60,42;90,79;26,71;63,47;119,14;96,32;128,57;137,85;162,16;167,78;172,53;240,93;207,81;285,63;37,45
1803--PASTA DE CACAO, INCLUSO DESGRASADA. ;;;;;150,67;118,50;154,35;;;0,43;;0,04;;;0,68;0,00
1804--MANTECA, GRASA Y ACEITE DE CACAO. ;;;;0,70;0,25;64,41;79,84;43,74;28,73;42,33;126,83;113,27;97,83;129,70;100,52;-22,50
1805--CACAO EN POLVO SIN AZUCARAR NI EDULCORAR DE OTRO MODO. ;107,33;256,81;358,61;559,36;1.984,46;1.267,63;2.267,98;1.556,72;1.170,05;950,69;1.326,84;1.342,26;1.538,49;1.496,90;1.801,43;20,34
"1905--PRODUCTOS DE PANADERIA, PASTELERIA O GALLETERIA, INCLUSO CON CACAO; HOSTIAS, SELLOS VACIOS DEL TIPO DE LOS USADOS PARA MEDICAMENTOS, OBLEAS, PASTAS DESECADAS DE HARINA, ALMIDON O FECULA, EN HOJAS Y PRODUCTOS SIMILARES. ";966,38;1.231,06;1.658,99;2.282,79;2.988,11;3.313,19;4.532,96;4.665,07;6.862,52;8.669,96;10.554,51;12.438,37;13.680,39;15.783,80;13.145,39;-16,72
