País,Tarics,Descripción,Año,Exportaciones,Importaciones
Japón,0702,Verduras y hortalizas,2007,6.79,0.24
Japón,0703,Verduras y hortalizas,2007,1846.38,0.80
Japón,0704,Verduras y hortalizas,2007,708.87,3.17
Japón,0705,Verduras y hortalizas,2007,1178.62,nan
Japón,0706,Verduras y hortalizas,2007,125.31,6.75
Japón,0707,Verduras y hortalizas,2007,nan,0.06
Japón,0708,Verduras y hortalizas,2007,4.13,1.27
Japón,0803,Frutas y frutos secos,2007,nan,nan
Japón,0804,Frutas y frutos secos,2007,304.55,0.04
Japón,0805,Frutas y frutos secos,2007,1377.00,0.46
Japón,0806,Frutas y frutos secos,2007,312.09,0.57
Japón,0807,Frutas y frutos secos,2007,nan,2.78
Japón,0808,Frutas y frutos secos,2007,58.78,56.68
Japón,0809,Frutas y frutos secos,2007,nan,nan
Japón,0810,Frutas y frutos secos,2007,82.45,0.29
Japón,1101,Cereales y harinas,2007,865.79,309.43
Japón,1102,Cereales y harinas,2007,470.59,22.51
Japón,1103,Cereales y harinas,2007,1254.82,15.66
Japón,1104,Cereales y harinas,2007,207.73,22.36
Japón,0401,"Huevos, productos lácteos y miel",2007,50.53,nan
Japón,0402,"Huevos, productos lácteos y miel",2007,688.33,3.24
Japón,0403,"Huevos, productos lácteos y miel",2007,1177.95,37.64
Japón,0404,"Huevos, productos lácteos y miel",2007,31404.26,219.60
Japón,0405,"Huevos, productos lácteos y miel",2007,32047.59,nan
Japón,0406,"Huevos, productos lácteos y miel",2007,175310.78,9.95
Japón,0407,"Huevos, productos lácteos y miel",2007,496.85,nan
Japón,0408,"Huevos, productos lácteos y miel",2007,1069.85,161.55
Japón,0409,"Huevos, productos lácteos y miel",2007,2729.92,0.17
Japón,1509,Aceites,2007,96436.88,196.70
Japón,1511,Aceites,2007,16.03,nan
Japón,1512,Aceites,2007,2051.19,4.51
Japón,2201,Bebidas,2007,171257.38,259.58
Japón,2202,Bebidas,2007,34196.29,1455.95
Japón,2203,Bebidas,2007,10252.80,494.13
Japón,2204,Bebidas,2007,553125.35,1042.88
Japón,2205,Bebidas,2007,2378.35,9.15
Japón,2206,Bebidas,2007,14481.45,3310.27
Japón,2207,Bebidas,2007,484.27,4.73
Japón,1803,Chocolates,2007,5391.32,20.11
Japón,1804,Chocolates,2007,26570.17,1.34
Japón,1805,Chocolates,2007,16005.67,1659.57
Japón,1905,Panaderia y pastelería,2007,38603.78,3688.95
Japón,0201,Productos cárnicos,2008,47.95,nan
Japón,0202,Productos cárnicos,2008,nan,nan
Japón,0203,Productos cárnicos,2008,687599.73,281.00
Japón,0204,Productos cárnicos,2008,nan,nan
Japón,0205,Productos cárnicos,2008,751.59,nan
Japón,0206,Productos cárnicos,2008,7346.23,0.33
Japón,0207,Productos cárnicos,2008,29224.16,nan
Japón,0208,Productos cárnicos,2008,1009.46,nan
Japón,0209,Productos cárnicos,2008,449.13,nan
Japón,0210,Productos cárnicos,2008,26525.62,48.24
Japón,0302,Pescados y mariscos,2008,161817.50,136.98
Japón,0303,Pescados y mariscos,2008,89836.86,1161.10
Japón,0304,Pescados y mariscos,2008,12577.65,880.82
Japón,0305,Pescados y mariscos,2008,1710.85,12.03
Japón,0701,Verduras y hortalizas,2008,43.55,nan
Japón,0702,Verduras y hortalizas,2008,0.13,nan
Japón,0703,Verduras y hortalizas,2008,1040.74,1.64
Japón,0704,Verduras y hortalizas,2008,358.52,2.07
Japón,0705,Verduras y hortalizas,2008,2012.09,nan
Japón,0706,Verduras y hortalizas,2008,818.75,32.41
Japón,0707,Verduras y hortalizas,2008,13.35,0.11
Japón,0708,Verduras y hortalizas,2008,18.64,5.41
Japón,0803,Frutas y frutos secos,2008,7.13,0.03
Japón,0804,Frutas y frutos secos,2008,179.11,nan
Japón,0805,Frutas y frutos secos,2008,203.62,11.14
Japón,0806,Frutas y frutos secos,2008,26.25,1.70
Japón,0807,Frutas y frutos secos,2008,nan,21.60
Japón,0808,Frutas y frutos secos,2008,0.15,37.62
Japón,0809,Frutas y frutos secos,2008,nan,nan
Japón,0810,Frutas y frutos secos,2008,1382.57,7.77
Japón,1101,Cereales y harinas,2008,978.21,315.94
Japón,1102,Cereales y harinas,2008,322.81,45.05
Japón,1103,Cereales y harinas,2008,785.23,4.96
Japón,1104,Cereales y harinas,2008,249.90,9.41
Japón,0401,"Huevos, productos lácteos y miel",2008,1709.36,nan
Japón,0402,"Huevos, productos lácteos y miel",2008,692.97,nan
Japón,0403,"Huevos, productos lácteos y miel",2008,795.64,39.85
Japón,0404,"Huevos, productos lácteos y miel",2008,21754.46,nan
Japón,0405,"Huevos, productos lácteos y miel",2008,20333.76,0.50
Japón,0406,"Huevos, productos lácteos y miel",2008,163296.38,27.85
Japón,0407,"Huevos, productos lácteos y miel",2008,584.69,nan
Japón,0408,"Huevos, productos lácteos y miel",2008,1096.46,105.31
Japón,0409,"Huevos, productos lácteos y miel",2008,4147.18,0.02
Japón,1509,Aceites,2008,125930.49,330.93
Japón,1511,Aceites,2008,nan,8.89
Japón,1512,Aceites,2008,1992.60,3.36
Japón,2201,Bebidas,2008,169848.55,298.09
Japón,2202,Bebidas,2008,31127.21,1673.67
Japón,2203,Bebidas,2008,8968.53,1066.32
Japón,2204,Bebidas,2008,588794.29,571.31
Japón,2205,Bebidas,2008,2943.99,7.24
Japón,2206,Bebidas,2008,11218.36,3120.26
Japón,2207,Bebidas,2008,372.79,2.74
Japón,1803,Chocolates,2008,2142.37,20.96
Japón,1804,Chocolates,2008,24005.56,3.61
Japón,1805,Chocolates,2008,17246.43,1407.78
Japón,1905,Panaderia y pastelería,2008,35429.29,4244.70
Japón,0201,Productos cárnicos,2009,nan,nan
Japón,0202,Productos cárnicos,2009,1.45,nan
Japón,0203,Productos cárnicos,2009,593204.15,5081.19
Japón,0204,Productos cárnicos,2009,nan,nan
Japón,0205,Productos cárnicos,2009,870.04,nan
Japón,0206,Productos cárnicos,2009,6588.78,89.09
Japón,0207,Productos cárnicos,2009,23111.00,174.25
Japón,0208,Productos cárnicos,2009,654.39,7.04
Japón,0209,Productos cárnicos,2009,129.69,nan
Japón,0210,Productos cárnicos,2009,19312.69,nan
Japón,0302,Pescados y mariscos,2009,81873.04,95.70
Japón,0303,Pescados y mariscos,2009,53222.39,1643.80
Japón,0304,Pescados y mariscos,2009,9473.72,334.40
Japón,0305,Pescados y mariscos,2009,5841.78,23.97
Japón,0701,Verduras y hortalizas,2009,1.14,0.01
Japón,0702,Verduras y hortalizas,2009,0.01,0.64
Japón,0703,Verduras y hortalizas,2009,848.80,0.43
Japón,0704,Verduras y hortalizas,2009,421.37,4.35
Japón,0705,Verduras y hortalizas,2009,780.14,nan
Japón,0706,Verduras y hortalizas,2009,123.43,34.20
Japón,0707,Verduras y hortalizas,2009,2.39,0.52
Japón,0708,Verduras y hortalizas,2009,3.14,22.67
Japón,0803,Frutas y frutos secos,2009,10.26,nan
Japón,0804,Frutas y frutos secos,2009,116.07,nan
Japón,0805,Frutas y frutos secos,2009,72.09,6.00
Japón,0806,Frutas y frutos secos,2009,55.43,0.60
Japón,0807,Frutas y frutos secos,2009,2.91,0.37
Japón,0808,Frutas y frutos secos,2009,nan,2.82
Japón,0809,Frutas y frutos secos,2009,131.47,nan
Japón,0810,Frutas y frutos secos,2009,728.46,1.55
Japón,1101,Cereales y harinas,2009,1207.75,410.54
Japón,1102,Cereales y harinas,2009,444.00,36.75
Japón,1103,Cereales y harinas,2009,741.16,36.61
Japón,1104,Cereales y harinas,2009,119.24,18.65
Japón,0401,"Huevos, productos lácteos y miel",2009,1537.83,568.33
Japón,0402,"Huevos, productos lácteos y miel",2009,4948.96,0.37
Japón,0403,"Huevos, productos lácteos y miel",2009,657.47,35.13
Japón,0404,"Huevos, productos lácteos y miel",2009,24014.93,10.21
Japón,0405,"Huevos, productos lácteos y miel",2009,2385.28,nan
Japón,0406,"Huevos, productos lácteos y miel",2009,167376.34,120.00
Japón,0407,"Huevos, productos lácteos y miel",2009,557.70,nan
Japón,0408,"Huevos, productos lácteos y miel",2009,739.50,2.29
Japón,0409,"Huevos, productos lácteos y miel",2009,3432.24,0.48
Japón,1509,Aceites,2009,106314.60,316.55
Japón,1511,Aceites,2009,0.91,2.44
Japón,1512,Aceites,2009,1447.62,5.99
Japón,2201,Bebidas,2009,139880.76,232.11
Japón,2202,Bebidas,2009,40999.37,1676.39
Japón,2203,Bebidas,2009,9281.50,1626.76
Japón,2204,Bebidas,2009,485637.88,1338.73
Japón,2205,Bebidas,2009,3469.63,2.32
Japón,2206,Bebidas,2009,9185.45,3382.28
Japón,2207,Bebidas,2009,356.29,5.13
Japón,1803,Chocolates,2009,2596.68,59.87
Japón,1804,Chocolates,2009,26202.73,23.71
Japón,1805,Chocolates,2009,19030.99,1754.37
Japón,1905,Panaderia y pastelería,2009,38325.69,3972.63
Japón,0201,Productos cárnicos,2010,3.66,nan
Japón,0202,Productos cárnicos,2010,nan,nan
Japón,0203,Productos cárnicos,2010,721883.01,122.41
Japón,0204,Productos cárnicos,2010,164.68,nan
Japón,0205,Productos cárnicos,2010,924.50,nan
Japón,0206,Productos cárnicos,2010,7596.74,nan
Japón,0207,Productos cárnicos,2010,36872.48,46.72
Japón,0208,Productos cárnicos,2010,688.10,11.43
Japón,0209,Productos cárnicos,2010,152.69,nan
Japón,0210,Productos cárnicos,2010,20773.62,51.23
Japón,0302,Pescados y mariscos,2010,118414.24,91.85
Japón,0303,Pescados y mariscos,2010,96266.63,1113.43
Japón,0304,Pescados y mariscos,2010,10398.44,235.61
Japón,0305,Pescados y mariscos,2010,6193.24,14.80
Japón,0701,Verduras y hortalizas,2010,1.72,nan
Japón,0702,Verduras y hortalizas,2010,8.42,nan
Japón,0703,Verduras y hortalizas,2010,676.30,0.66
Japón,0704,Verduras y hortalizas,2010,18.31,4.05
Japón,0705,Verduras y hortalizas,2010,700.84,nan
Japón,0706,Verduras y hortalizas,2010,277.09,65.70
Japón,0707,Verduras y hortalizas,2010,nan,0.06
Japón,0708,Verduras y hortalizas,2010,9.25,20.31
Japón,0803,Frutas y frutos secos,2010,nan,nan
Japón,0804,Frutas y frutos secos,2010,177.11,3.19
Japón,0805,Frutas y frutos secos,2010,206.84,4.97
Japón,0806,Frutas y frutos secos,2010,30.89,1.60
Japón,0807,Frutas y frutos secos,2010,0.15,4.29
Japón,0808,Frutas y frutos secos,2010,0.01,nan
Japón,0809,Frutas y frutos secos,2010,3.75,nan
Japón,0810,Frutas y frutos secos,2010,372.42,0.57
Japón,1101,Cereales y harinas,2010,1214.47,622.45
Japón,1102,Cereales y harinas,2010,403.96,73.42
Japón,1103,Cereales y harinas,2010,680.48,2.68
Japón,1104,Cereales y harinas,2010,413.30,19.84
Japón,0401,"Huevos, productos lácteos y miel",2010,1522.45,6.34
Japón,0402,"Huevos, productos lácteos y miel",2010,4500.43,0.08
Japón,0403,"Huevos, productos lácteos y miel",2010,521.00,26.16
Japón,0404,"Huevos, productos lácteos y miel",2010,25339.66,nan
Japón,0405,"Huevos, productos lácteos y miel",2010,10350.96,69.89
Japón,0406,"Huevos, productos lácteos y miel",2010,202031.09,72.50
Japón,0407,"Huevos, productos lácteos y miel",2010,514.78,nan
Japón,0408,"Huevos, productos lácteos y miel",2010,974.98,1.44
Japón,0409,"Huevos, productos lácteos y miel",2010,4389.24,0.01
Japón,1509,Aceites,2010,120120.41,313.03
Japón,1511,Aceites,2010,51.12,9.36
Japón,1512,Aceites,2010,1791.24,1.83
Japón,2201,Bebidas,2010,140837.83,241.57
Japón,2202,Bebidas,2010,19127.98,3780.67
Japón,2203,Bebidas,2010,11220.69,1007.83
Japón,2204,Bebidas,2010,540432.55,1888.47
Japón,2205,Bebidas,2010,3778.13,0.88
Japón,2206,Bebidas,2010,8994.53,4997.07
Japón,2207,Bebidas,2010,441.66,2.30
Japón,1803,Chocolates,2010,3326.99,4.63
Japón,1804,Chocolates,2010,24000.26,382.98
Japón,1805,Chocolates,2010,41000.85,1617.69
Japón,1905,Panaderia y pastelería,2010,47114.72,4388.29
Japón,0201,Productos cárnicos,2011,46.71,nan
Japón,0202,Productos cárnicos,2011,nan,nan
Japón,0203,Productos cárnicos,2011,765670.03,242.02
Japón,0204,Productos cárnicos,2011,176.29,nan
Japón,0205,Productos cárnicos,2011,1014.44,nan
Japón,0206,Productos cárnicos,2011,7332.12,nan
Japón,0207,Productos cárnicos,2011,42998.77,nan
Japón,0208,Productos cárnicos,2011,696.77,nan
Japón,0209,Productos cárnicos,2011,574.95,nan
Japón,0210,Productos cárnicos,2011,26242.86,1.91
Japón,0302,Pescados y mariscos,2011,174870.33,46.85
Japón,0303,Pescados y mariscos,2011,79339.61,1810.18
Japón,0304,Pescados y mariscos,2011,10899.69,832.72
Japón,0305,Pescados y mariscos,2011,5680.62,7.91
Japón,0701,Verduras y hortalizas,2011,0.01,nan
Japón,0702,Verduras y hortalizas,2011,2.15,0.06
Japón,0703,Verduras y hortalizas,2011,796.36,3.35
Japón,0704,Verduras y hortalizas,2011,48.33,1.62
Japón,0705,Verduras y hortalizas,2011,756.76,nan
Japón,0706,Verduras y hortalizas,2011,105.25,35.50
Japón,0707,Verduras y hortalizas,2011,6.32,nan
Japón,0708,Verduras y hortalizas,2011,3.98,2.59
Japón,0803,Frutas y frutos secos,2011,0.54,nan
Japón,0804,Frutas y frutos secos,2011,127.54,6.32
Japón,0805,Frutas y frutos secos,2011,87.25,0.11
Japón,0806,Frutas y frutos secos,2011,91.71,nan
Japón,0807,Frutas y frutos secos,2011,nan,5.23
Japón,0808,Frutas y frutos secos,2011,0.10,nan
Japón,0809,Frutas y frutos secos,2011,14.08,nan
Japón,0810,Frutas y frutos secos,2011,95.91,nan
Japón,1101,Cereales y harinas,2011,1526.59,433.83
Japón,1102,Cereales y harinas,2011,359.63,42.32
Japón,1103,Cereales y harinas,2011,489.38,2.05
Japón,1104,Cereales y harinas,2011,454.95,17.52
Japón,0401,"Huevos, productos lácteos y miel",2011,2272.73,0.20
Japón,0402,"Huevos, productos lácteos y miel",2011,11937.10,0.00
Japón,0403,"Huevos, productos lácteos y miel",2011,521.21,0.80
Japón,0404,"Huevos, productos lácteos y miel",2011,23800.82,nan
Japón,0405,"Huevos, productos lácteos y miel",2011,22110.35,nan
Japón,0406,"Huevos, productos lácteos y miel",2011,220720.20,10.32
Japón,0407,"Huevos, productos lácteos y miel",2011,1385.48,nan
Japón,0408,"Huevos, productos lácteos y miel",2011,566.77,1.19
Japón,0409,"Huevos, productos lácteos y miel",2011,8959.44,1.81
Japón,1509,Aceites,2011,115325.76,139.13
Japón,1511,Aceites,2011,77.29,1.19
Japón,1512,Aceites,2011,2453.40,4.05
Japón,2201,Bebidas,2011,162074.63,184.95
Japón,2202,Bebidas,2011,27058.33,1412.52
Japón,2203,Bebidas,2011,16499.54,538.96
Japón,2204,Bebidas,2011,603056.33,692.35
Japón,2205,Bebidas,2011,3999.07,0.87
Japón,2206,Bebidas,2011,13235.26,4188.89
Japón,2207,Bebidas,2011,317.37,1.48
Japón,1803,Chocolates,2011,3301.89,33.49
Japón,1804,Chocolates,2011,15859.09,161.72
Japón,1805,Chocolates,2011,33439.57,2067.93
Japón,1905,Panaderia y pastelería,2011,56300.75,3085.63
Japón,0201,Productos cárnicos,2012,53.87,nan
Japón,0202,Productos cárnicos,2012,nan,nan
Japón,0203,Productos cárnicos,2012,853983.81,375.78
Japón,0204,Productos cárnicos,2012,190.02,nan
Japón,0205,Productos cárnicos,2012,1036.02,nan
Japón,0206,Productos cárnicos,2012,12277.66,nan
Japón,0207,Productos cárnicos,2012,42761.54,60.26
Japón,0208,Productos cárnicos,2012,991.15,nan
Japón,0209,Productos cárnicos,2012,284.38,nan
Japón,0210,Productos cárnicos,2012,33530.20,179.52
Japón,0302,Pescados y mariscos,2012,156939.59,137.44
Japón,0303,Pescados y mariscos,2012,94619.66,1431.06
Japón,0304,Pescados y mariscos,2012,16370.07,1535.57
Japón,0305,Pescados y mariscos,2012,5766.72,0.06
Japón,0701,Verduras y hortalizas,2012,23.18,nan
Japón,0702,Verduras y hortalizas,2012,161.46,nan
Japón,0703,Verduras y hortalizas,2012,1089.25,0.02
Japón,0704,Verduras y hortalizas,2012,63.70,0.00
Japón,0705,Verduras y hortalizas,2012,894.90,nan
Japón,0706,Verduras y hortalizas,2012,210.68,65.12
Japón,0707,Verduras y hortalizas,2012,nan,nan
Japón,0708,Verduras y hortalizas,2012,56.08,0.83
Japón,0803,Frutas y frutos secos,2012,1.41,nan
Japón,0804,Frutas y frutos secos,2012,177.09,1.92
Japón,0805,Frutas y frutos secos,2012,11.42,47.17
Japón,0806,Frutas y frutos secos,2012,67.56,1.41
Japón,0807,Frutas y frutos secos,2012,nan,0.13
Japón,0808,Frutas y frutos secos,2012,0.39,0.15
Japón,0809,Frutas y frutos secos,2012,13.14,nan
Japón,0810,Frutas y frutos secos,2012,68.81,nan
Japón,1101,Cereales y harinas,2012,1761.46,392.97
Japón,1102,Cereales y harinas,2012,385.92,38.84
Japón,1103,Cereales y harinas,2012,382.32,nan
Japón,1104,Cereales y harinas,2012,497.24,17.79
Japón,0401,"Huevos, productos lácteos y miel",2012,950.39,nan
Japón,0402,"Huevos, productos lácteos y miel",2012,16602.74,0.01
Japón,0403,"Huevos, productos lácteos y miel",2012,579.78,0.37
Japón,0404,"Huevos, productos lácteos y miel",2012,31041.42,0.21
Japón,0405,"Huevos, productos lácteos y miel",2012,12441.14,0.29
Japón,0406,"Huevos, productos lácteos y miel",2012,237959.13,77.22
Japón,0407,"Huevos, productos lácteos y miel",2012,323.24,nan
Japón,0408,"Huevos, productos lácteos y miel",2012,717.53,0.00
Japón,0409,"Huevos, productos lácteos y miel",2012,8350.88,31.51
Japón,1509,Aceites,2012,146858.29,284.12
Japón,1511,Aceites,2012,2.70,0.41
Japón,1512,Aceites,2012,4350.56,0.44
Japón,2201,Bebidas,2012,114326.52,262.00
Japón,2202,Bebidas,2012,23189.61,1596.94
Japón,2203,Bebidas,2012,29189.91,493.60
Japón,2204,Bebidas,2012,763300.08,989.37
Japón,2205,Bebidas,2012,4656.87,1.36
Japón,2206,Bebidas,2012,15463.02,4439.49
Japón,2207,Bebidas,2012,374.22,1.05
Japón,1803,Chocolates,2012,2789.02,11.08
Japón,1804,Chocolates,2012,10555.89,49.58
Japón,1805,Chocolates,2012,34689.92,1941.66
Japón,1905,Panaderia y pastelería,2012,72372.24,2950.24
Japón,0201,Productos cárnicos,2013,1292.65,4.62
Japón,0202,Productos cárnicos,2013,341.65,18.56
Japón,0203,Productos cárnicos,2013,863054.35,2728.62
Japón,0204,Productos cárnicos,2013,118.46,nan
Japón,0205,Productos cárnicos,2013,1486.85,nan
Japón,0206,Productos cárnicos,2013,16493.67,nan
Japón,0207,Productos cárnicos,2013,54416.13,nan
Japón,0208,Productos cárnicos,2013,1148.31,nan
Japón,0209,Productos cárnicos,2013,64.17,nan
Japón,0210,Productos cárnicos,2013,33462.61,nan
Japón,0302,Pescados y mariscos,2013,71617.53,1563.95
Japón,0303,Pescados y mariscos,2013,131850.68,931.45
Japón,0304,Pescados y mariscos,2013,24687.56,1694.14
Japón,0305,Pescados y mariscos,2013,7802.35,0.00
Japón,0701,Verduras y hortalizas,2013,25.33,nan
Japón,0702,Verduras y hortalizas,2013,2181.07,0.07
Japón,0703,Verduras y hortalizas,2013,1450.12,nan
Japón,0704,Verduras y hortalizas,2013,57.84,0.39
Japón,0705,Verduras y hortalizas,2013,853.67,nan
Japón,0706,Verduras y hortalizas,2013,219.28,45.79
Japón,0707,Verduras y hortalizas,2013,nan,0.08
Japón,0708,Verduras y hortalizas,2013,74.92,9.35
Japón,0803,Frutas y frutos secos,2013,0.40,nan
Japón,0804,Frutas y frutos secos,2013,191.24,nan
Japón,0805,Frutas y frutos secos,2013,54.72,70.87
Japón,0806,Frutas y frutos secos,2013,51.48,nan
Japón,0807,Frutas y frutos secos,2013,nan,nan
Japón,0808,Frutas y frutos secos,2013,154.41,0.15
Japón,0809,Frutas y frutos secos,2013,2.22,0.65
Japón,0810,Frutas y frutos secos,2013,277.31,0.10
Japón,1101,Cereales y harinas,2013,1988.25,401.74
Japón,1102,Cereales y harinas,2013,351.86,30.40
Japón,1103,Cereales y harinas,2013,251.68,0.00
Japón,1104,Cereales y harinas,2013,373.37,15.25
Japón,0401,"Huevos, productos lácteos y miel",2013,305.04,6.33
Japón,0402,"Huevos, productos lácteos y miel",2013,7826.05,19.35
Japón,0403,"Huevos, productos lácteos y miel",2013,707.04,0.03
Japón,0404,"Huevos, productos lácteos y miel",2013,30185.22,nan
Japón,0405,"Huevos, productos lácteos y miel",2013,6074.08,nan
Japón,0406,"Huevos, productos lácteos y miel",2013,214221.46,0.22
Japón,0407,"Huevos, productos lácteos y miel",2013,487.12,nan
Japón,0408,"Huevos, productos lácteos y miel",2013,3318.79,0.00
Japón,0409,"Huevos, productos lácteos y miel",2013,8000.28,0.19
Japón,1509,Aceites,2013,165929.18,129.46
Japón,1511,Aceites,2013,19.89,0.48
Japón,1512,Aceites,2013,3242.75,0.75
Japón,2201,Bebidas,2013,100874.71,148.78
Japón,2202,Bebidas,2013,23230.42,1385.73
Japón,2203,Bebidas,2013,29811.45,577.80
Japón,2204,Bebidas,2013,767615.35,450.38
Japón,2205,Bebidas,2013,5296.56,5.00
Japón,2206,Bebidas,2013,13604.82,4156.85
Japón,2207,Bebidas,2013,560.51,5.08
Japón,1803,Chocolates,2013,3333.25,13.21
Japón,1804,Chocolates,2013,15943.62,208.34
Japón,1805,Chocolates,2013,24287.93,1915.12
Japón,1905,Panaderia y pastelería,2013,65558.01,2450.13
Japón,0201,Productos cárnicos,2014,1183.41,2888.99
Japón,0202,Productos cárnicos,2014,1250.18,nan
Japón,0203,Productos cárnicos,2014,1122348.68,4173.29
Japón,0204,Productos cárnicos,2014,133.55,nan
Japón,0205,Productos cárnicos,2014,1835.80,nan
Japón,0206,Productos cárnicos,2014,19695.32,44.06
Japón,0207,Productos cárnicos,2014,48158.54,6.51
Japón,0208,Productos cárnicos,2014,941.55,nan
Japón,0209,Productos cárnicos,2014,10557.12,nan
Japón,0210,Productos cárnicos,2014,40402.42,10.61
Japón,0302,Pescados y mariscos,2014,64921.09,1561.13
Japón,0303,Pescados y mariscos,2014,124259.51,1529.84
Japón,0304,Pescados y mariscos,2014,16302.15,1360.34
Japón,0305,Pescados y mariscos,2014,11868.79,0.01
Japón,0701,Verduras y hortalizas,2014,6.91,0.18
Japón,0702,Verduras y hortalizas,2014,1821.80,10.20
Japón,0703,Verduras y hortalizas,2014,1849.30,0.30
Japón,0704,Verduras y hortalizas,2014,96.39,1.37
Japón,0705,Verduras y hortalizas,2014,743.47,0.09
Japón,0706,Verduras y hortalizas,2014,310.46,48.54
Japón,0707,Verduras y hortalizas,2014,nan,0.33
Japón,0708,Verduras y hortalizas,2014,13.28,7.68
Japón,0803,Frutas y frutos secos,2014,1.19,nan
Japón,0804,Frutas y frutos secos,2014,428.77,nan
Japón,0805,Frutas y frutos secos,2014,73.82,48.57
Japón,0806,Frutas y frutos secos,2014,125.53,0.17
Japón,0807,Frutas y frutos secos,2014,nan,2.36
Japón,0808,Frutas y frutos secos,2014,nan,2.28
Japón,0809,Frutas y frutos secos,2014,22.93,0.04
Japón,0810,Frutas y frutos secos,2014,172.20,2.62
Japón,1101,Cereales y harinas,2014,1630.25,500.12
Japón,1102,Cereales y harinas,2014,435.78,31.85
Japón,1103,Cereales y harinas,2014,238.32,nan
Japón,1104,Cereales y harinas,2014,398.89,26.19
Japón,0401,"Huevos, productos lácteos y miel",2014,447.28,2.92
